EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
1245,54,Female,Divorced,4,Life Sciences,4,Research & Development,Manufacturing Director,3,No,Travel_Frequently,1,No,1,53,966,9659,10502,17,1,4,3,3,1,3,33,5,4,1,4,7,2
1246,44,Female,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,3,72,1117,19982,2011,13,1,1,4,4,4,3,10,10,5,7,7,1,5
1248,19,Female,Single,3,Medical,3,Research & Development,Research Scientist,1,Yes,Non-Travel,10,Yes,4,96,504,6148,1859,25,0,1,2,2,2,4,1,1,1,0,0,1,2
1249,29,Female,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,97,1010,5598,3760,15,3,1,3,4,1,3,3,3,2,1,2,1,5
1250,54,Male,Married,3,Life Sciences,3,Research & Development,Research Director,4,No,Travel_Rarely,3,No,3,85,685,23474,17779,14,0,4,3,4,1,3,36,10,9,0,9,3,2
1251,31,Male,Married,2,Medical,2,Research & Development,Healthcare Representative,2,No,Travel_Rarely,11,Yes,2,80,1332,17089,6833,12,0,3,3,1,4,3,6,6,5,0,1,1,2
1252,31,Female,Single,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,24,No,3,96,1062,17198,6812,19,0,3,2,1,2,3,10,10,9,1,8,1,2
1254,59,Female,Single,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Rarely,3,No,3,48,326,16490,5171,17,0,3,2,4,4,3,13,6,1,0,5,5,2
1255,43,Male,Married,3,Life Sciences,3,Research & Development,Research Director,5,No,Travel_Rarely,3,No,3,96,920,18625,19740,14,1,3,1,4,2,3,25,8,7,0,7,3,2
1256,49,Male,Married,2,Medical,2,Research & Development,Manager,5,No,Travel_Rarely,4,No,4,85,1098,12124,18711,13,1,1,2,3,3,3,23,1,0,0,0,2,2
1257,36,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Frequently,3,No,2,46,469,9256,3692,12,0,3,3,2,3,3,12,11,10,0,7,1,2
1258,48,Male,Single,2,Technical Degree,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,No,2,76,969,16620,2559,11,0,4,4,2,3,3,7,1,0,0,0,5,4
1259,27,Male,Divorced,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,4,No,3,76,1167,3208,2517,11,3,1,3,3,2,3,5,5,3,0,3,1,2
1260,29,Male,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,7,Yes,3,82,1329,4204,6623,11,2,3,3,4,2,3,6,6,0,1,0,1,2
1263,48,Male,Single,3,Life Sciences,3,Research & Development,Research Director,5,No,Travel_Rarely,1,No,4,76,715,8733,18265,12,0,4,2,4,3,3,25,1,0,0,0,6,3
1264,29,Female,Divorced,3,Life Sciences,3,Research & Development,Research Director,4,No,Travel_Rarely,1,No,2,87,694,3423,16124,14,2,4,2,4,2,3,9,7,7,1,7,3,2
1265,34,Female,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,20,No,2,89,1320,21643,2585,17,0,3,4,3,4,3,2,1,0,0,0,0,5
1267,44,Male,Married,3,Marketing,3,Sales,Manager,5,No,Travel_Rarely,5,No,3,88,1099,8751,18213,11,1,2,3,2,3,3,26,22,9,3,10,7,5
1268,33,Male,Divorced,5,Marketing,5,Sales,Sales Executive,3,No,Travel_Rarely,10,Yes,3,82,536,21708,8380,14,2,4,4,3,4,3,10,9,8,0,8,0,3
1269,19,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,25,Yes,3,57,265,21221,2994,12,0,2,4,4,4,3,1,1,0,0,1,1,2
1270,23,Male,Married,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,47,373,16901,1223,22,1,4,3,3,4,4,1,1,0,0,1,1,2
1273,25,Male,Single,1,Life Sciences,1,Sales,Sales Representative,1,Yes,Travel_Frequently,24,Yes,3,73,599,8040,1118,14,0,3,1,4,4,3,1,1,0,1,0,1,4
1275,26,Male,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,4,Yes,2,53,583,9973,2875,20,0,3,3,4,2,4,8,8,5,2,2,1,2
1277,45,Female,Single,3,Marketing,3,Sales,Manager,5,Yes,Travel_Rarely,2,Yes,3,94,1449,2493,18824,16,0,1,1,2,1,3,26,24,10,1,11,2,2
1278,55,Male,Divorced,1,Medical,1,Research & Development,Healthcare Representative,4,No,Non-Travel,8,Yes,3,37,177,25592,13577,15,1,4,2,2,4,3,34,33,9,15,0,1,3
1279,21,Female,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,10,No,1,45,251,25308,2625,20,0,1,2,3,3,4,2,2,2,2,2,1,2
1280,46,Female,Married,2,Marketing,2,Sales,Manager,5,No,Travel_Rarely,4,No,3,33,168,9946,18789,14,1,4,2,2,3,3,26,11,4,0,8,2,2
1281,34,Female,Single,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,2,Yes,3,86,131,6039,4538,12,0,3,3,1,4,3,4,3,2,0,2,0,3
1282,51,Male,Divorced,3,Life Sciences,3,Sales,Manager,5,No,Travel_Frequently,9,Yes,2,83,237,19196,19847,24,1,4,3,2,1,4,31,29,10,11,10,4,5
1283,59,Male,Single,4,Medical,4,Research & Development,Manufacturing Director,3,No,Travel_Rarely,18,No,2,67,1429,20002,10512,12,0,4,3,4,4,3,25,9,7,5,4,6,6
1285,34,Female,Divorced,3,Medical,3,Research & Development,Laboratory Technician,2,No,Travel_Frequently,19,No,4,46,135,22534,4444,13,2,3,3,2,3,3,15,11,8,5,10,4,2
1286,28,Male,Single,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Frequently,1,Yes,2,44,791,6842,2154,11,0,4,3,3,3,3,5,4,2,0,2,0,2
1288,44,Male,Divorced,2,Life Sciences,2,Research & Development,Manager,5,No,Travel_Rarely,4,No,2,92,1199,17477,19190,14,2,3,4,1,4,3,26,25,9,14,13,1,4
1289,34,Male,Married,3,Life Sciences,3,Human Resources,Human Resources,2,No,Travel_Frequently,11,No,4,56,648,21833,4490,11,2,3,2,2,4,3,14,10,9,1,8,4,5
1291,35,Male,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,6,Yes,3,66,735,6020,3506,14,0,3,3,3,4,3,4,3,2,2,2,0,3
1292,42,Female,Married,4,Medical,4,Research & Development,Research Scientist,2,No,Travel_Rarely,7,Yes,3,78,603,5628,2372,16,0,2,4,2,4,3,18,1,0,0,0,6,2
1293,43,Female,Single,4,Marketing,4,Sales,Sales Executive,3,No,Travel_Rarely,4,No,4,56,531,20364,10231,14,0,4,2,4,4,3,23,21,7,15,17,3,3
1294,36,Female,Single,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,Yes,3,53,429,2323,5410,11,0,3,3,2,4,3,18,16,14,5,12,9,2
1295,44,Female,Married,3,Medical,3,Research & Development,Healthcare Representative,3,Yes,Travel_Rarely,15,No,3,73,621,14075,7978,11,1,1,3,4,4,3,10,10,7,0,5,1,2
1296,28,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Frequently,2,Yes,3,52,193,14222,3867,12,1,4,2,4,2,3,2,2,2,2,2,1,2
1297,51,Female,Single,2,Medical,2,Research & Development,Laboratory Technician,1,No,Travel_Frequently,6,No,2,40,968,4257,2838,14,0,2,2,3,2,3,8,7,0,7,7,0,6
1298,30,Female,Single,2,Medical,2,Research & Development,Manufacturing Director,2,No,Non-Travel,9,Yes,3,72,879,12858,4695,18,0,3,3,3,3,3,10,8,4,1,7,7,3
1299,29,Female,Divorced,3,Technical Degree,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,7,Yes,3,39,806,17285,3339,13,2,2,3,3,1,3,10,7,7,7,7,3,2
1301,28,Male,Single,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,2,84,640,4732,2080,11,0,4,3,1,2,3,5,3,2,1,2,2,2
1303,25,Female,Single,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,2,40,266,18830,2096,18,0,4,3,2,4,3,2,2,2,2,1,1,3
1304,32,Male,Married,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,8,No,4,56,604,11693,6209,15,2,3,4,4,3,3,10,10,7,0,8,1,4
1306,45,Female,Single,3,Medical,3,Research & Development,Manager,5,No,Travel_Frequently,25,No,3,83,364,13035,18061,22,0,2,3,2,3,4,22,0,0,0,0,3,4
1307,39,Female,Divorced,4,Medical,4,Research & Development,Manager,4,No,Travel_Rarely,13,Yes,3,94,412,17334,17123,13,2,3,2,2,4,3,21,19,9,15,2,6,4
1308,58,Male,Divorced,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,23,No,3,88,848,26076,2372,12,2,1,3,3,4,3,2,2,2,2,2,1,3
1309,32,Male,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,2,Yes,Travel_Rarely,7,No,3,79,1089,22845,4883,18,1,4,3,3,1,3,10,10,4,1,1,1,3
1310,39,Male,Single,3,Medical,3,Research & Development,Research Scientist,1,Yes,Travel_Rarely,23,No,3,93,360,22154,3904,13,0,3,3,1,1,3,6,5,2,0,3,0,2
1311,30,Female,Married,3,Technical Degree,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,6,No,3,48,1138,23631,4627,12,1,1,2,4,1,3,10,9,2,6,7,0,6
1312,36,Female,Married,4,Technical Degree,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,10,No,3,63,325,5747,7094,12,0,4,3,3,1,3,10,7,7,1,7,3,0
1314,46,Female,Single,2,Life Sciences,2,Human Resources,Human Resources,1,No,Travel_Rarely,1,No,4,44,991,22957,3423,12,0,4,3,1,3,3,10,7,6,5,7,6,3
1315,28,Female,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Non-Travel,1,No,3,55,1476,16392,6674,11,3,3,1,4,1,3,10,9,8,7,5,0,6
1317,50,Female,Married,3,Life Sciences,3,Research & Development,Research Director,4,No,Travel_Rarely,28,Yes,3,43,1322,22422,16880,11,0,4,3,1,2,3,25,3,2,1,2,4,2
1318,40,Male,Single,4,Marketing,4,Sales,Sales Executive,3,Yes,Travel_Rarely,25,Yes,3,57,299,17235,9094,12,0,4,2,2,3,3,9,5,4,1,0,2,2
1319,52,Male,Single,3,Life Sciences,3,Sales,Sales Executive,3,Yes,Travel_Rarely,5,Yes,2,64,1030,21534,8446,19,0,2,3,2,3,3,10,8,7,7,7,9,2
1321,30,Female,Married,4,Medical,4,Research & Development,Manager,3,No,Travel_Rarely,17,Yes,3,95,634,25927,11916,23,2,2,3,1,4,4,9,9,1,0,8,1,2
1322,39,Male,Single,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,18,No,3,32,524,13352,4534,11,0,1,3,3,1,3,9,8,7,1,7,0,6
1324,31,Female,Divorced,4,Life Sciences,4,Sales,Sales Executive,3,No,Non-Travel,2,Yes,2,57,587,8935,9852,19,1,4,3,3,1,3,10,10,8,9,6,1,5
1329,41,Male,Single,2,Medical,2,Sales,Sales Executive,2,No,Non-Travel,10,No,3,40,256,22074,6151,13,0,3,1,2,1,3,19,19,2,11,9,1,4
1331,31,Female,Single,3,Life Sciences,3,Sales,Sales Representative,1,Yes,Travel_Frequently,1,Yes,4,54,1060,8319,2302,11,0,4,3,2,1,3,3,3,2,2,2,1,2
1333,44,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,3,No,4,89,935,14669,2362,12,0,1,3,1,3,3,10,3,2,1,2,4,4
1334,42,Male,Married,1,Life Sciences,1,Research & Development,Manager,4,No,Non-Travel,2,Yes,2,37,495,26582,17861,13,0,3,3,3,4,3,21,20,8,2,10,0,3
1336,55,Female,Married,2,Medical,2,Research & Development,Manager,5,No,Travel_Rarely,2,No,3,58,282,6992,19187,14,1,4,1,3,4,3,23,19,9,9,11,4,5
1338,56,Male,Single,4,Life Sciences,4,Human Resources,Manager,5,No,Travel_Rarely,8,No,3,99,206,4022,19717,14,0,4,3,2,1,3,36,7,3,7,7,6,4
1340,40,Male,Divorced,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Non-Travel,16,No,3,74,458,8532,3544,16,1,3,3,3,2,3,6,4,2,0,0,9,0
1344,34,Male,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,9,No,2,86,943,5494,8500,11,1,4,3,4,4,3,10,9,7,1,6,0,0
1346,40,Male,Single,3,Life Sciences,3,Research & Development,Research Scientist,2,No,Travel_Rarely,2,No,3,98,523,22455,4661,13,0,3,3,4,3,3,9,9,8,8,8,1,4
1349,41,Female,Divorced,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Frequently,1,No,3,66,1018,4297,4103,17,1,3,3,1,4,3,10,9,3,1,7,0,2
1350,35,Male,Single,4,Life Sciences,4,Research & Development,Research Scientist,2,No,Travel_Frequently,4,Yes,3,87,482,2690,4249,11,0,3,3,3,2,3,9,9,6,1,1,1,3
1352,51,Male,Divorced,3,Life Sciences,3,Human Resources,Manager,4,No,Travel_Rarely,5,Yes,3,84,770,17588,14026,11,1,3,3,2,2,3,33,33,9,0,10,1,2
1355,38,Female,Divorced,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,2,No,3,31,1009,19461,6893,15,1,2,3,1,4,3,11,7,7,1,7,3,3
1356,34,Female,Single,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,15,No,4,66,507,23553,6125,12,0,3,3,1,4,3,10,10,8,9,6,1,6
1358,25,Male,Married,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,19,No,2,67,882,9075,3669,11,3,4,3,4,3,3,7,3,2,1,2,3,6
1360,58,Female,Married,4,Medical,4,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,7,Yes,2,53,601,12023,10008,14,0,3,2,1,4,3,31,10,9,5,9,7,0
1361,40,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,88,329,6762,2387,22,1,2,3,2,3,4,7,4,2,0,3,3,3
1362,36,Female,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Frequently,7,No,2,83,607,2261,4639,16,1,1,4,1,4,3,17,15,7,6,13,2,2
1363,48,Male,Single,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,4,No,3,54,855,18706,7898,11,0,4,3,4,3,3,11,10,9,0,8,1,2
1364,27,Female,Married,3,Medical,3,Sales,Sales Representative,1,No,Travel_Rarely,11,No,3,98,1291,6527,2534,14,1,3,4,4,2,3,5,1,0,0,0,8,4
1367,51,Female,Single,2,Technical Degree,2,Research & Development,Manufacturing Director,4,No,Travel_Rarely,11,No,2,82,1405,24439,13142,16,0,4,2,2,2,3,29,5,2,0,3,3,1
1368,18,Female,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Non-Travel,1,No,4,97,1124,19305,1611,15,0,4,3,4,3,3,0,0,0,0,0,1,5
1369,35,Female,Married,3,Medical,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,1,No,3,60,817,10846,5363,12,1,4,2,4,2,3,10,9,7,0,0,0,0
1371,27,Male,Single,1,Life Sciences,1,Sales,Sales Executive,2,No,Travel_Frequently,2,No,3,43,793,20392,5071,20,0,4,1,4,2,4,8,6,2,0,0,3,3
1372,55,Male,Single,4,Marketing,4,Sales,Sales Executive,4,Yes,Travel_Rarely,13,Yes,2,85,267,9277,13695,17,0,1,4,3,3,3,24,19,7,3,8,6,2
1373,56,Male,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,4,No,Travel_Rarely,23,Yes,3,68,1369,18235,13402,12,1,4,3,2,1,3,33,19,16,15,9,4,0
1374,34,Female,Divorced,1,Technical Degree,1,Research & Development,Research Scientist,1,No,Non-Travel,26,No,3,92,999,15891,2029,20,3,1,2,3,3,4,5,5,4,0,0,1,2
1375,40,Female,Divorced,1,Medical,1,Research & Development,Healthcare Representative,2,No,Travel_Rarely,2,No,3,89,1202,13888,6377,20,3,2,4,3,2,4,15,12,11,11,8,5,0
1377,34,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,29,No,3,86,285,17491,5429,13,2,2,3,3,1,3,10,8,7,7,7,4,1
1379,31,Female,Single,3,Life Sciences,3,Sales,Sales Representative,1,Yes,Travel_Frequently,2,No,4,90,703,11882,2785,14,0,3,2,4,3,3,3,1,0,0,0,7,3
1380,35,Female,Married,4,Marketing,4,Sales,Sales Executive,2,Yes,Travel_Frequently,18,Yes,2,67,662,23288,4614,18,1,4,3,3,3,3,5,4,2,3,2,0,0
1382,38,Male,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Frequently,7,No,3,57,693,15748,2610,11,3,4,4,3,4,3,4,4,2,0,3,1,2
1383,34,Female,Single,4,Technical Degree,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,2,No,4,98,404,6163,6687,11,0,3,3,4,4,3,14,14,11,4,11,1,2
1387,28,Male,Married,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Rarely,26,No,3,48,736,24232,4724,11,1,3,2,1,3,3,5,5,3,0,4,1,0
1389,31,Male,Married,4,Medical,4,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,22,Yes,2,98,330,21057,6179,15,2,4,3,3,4,3,10,10,2,6,7,1,3
1390,39,Male,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,21,Yes,4,44,1498,3567,6120,12,2,1,2,4,4,3,8,5,4,1,4,3,2
1391,51,Male,Married,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Frequently,2,No,3,52,541,15395,10596,11,0,2,3,2,2,3,14,4,2,3,2,2,5
1392,41,Female,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,2,No,Travel_Frequently,22,Yes,2,75,1200,13953,5467,14,2,4,3,4,1,3,12,6,2,3,3,3,4
1394,37,Male,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,4,Yes,3,54,1439,5182,2996,15,0,3,3,3,4,3,8,6,4,1,3,7,2
1395,33,Male,Married,1,Life Sciences,1,Sales,Sales Executive,2,No,Travel_Frequently,5,No,4,61,1111,19293,9998,13,0,2,3,4,1,3,8,5,4,1,2,6,2
1396,32,Male,Married,1,Marketing,1,Sales,Sales Executive,2,No,Travel_Rarely,2,Yes,2,36,499,20497,4078,13,3,3,3,2,1,3,4,3,2,1,2,0,3
1397,39,Male,Married,2,Life Sciences,2,Research & Development,Healthcare Representative,3,No,Non-Travel,25,No,3,71,1485,3449,10920,21,1,3,3,3,2,4,13,6,4,0,5,3,2
1399,25,Male,Married,1,Life Sciences,1,Sales,Sales Executive,2,No,Travel_Rarely,18,No,2,93,1372,12477,6232,11,0,1,4,3,2,3,6,3,2,1,2,2,3
1401,52,Female,Married,2,Medical,2,Research & Development,Manufacturing Director,4,No,Travel_Frequently,28,Yes,2,59,322,9731,13247,11,1,4,4,3,2,3,24,5,3,0,2,2,3
1402,43,Female,Single,3,Medical,3,Research & Development,Research Scientist,2,No,Travel_Rarely,6,Yes,1,73,930,20003,4081,14,0,1,2,3,1,3,20,20,7,1,8,1,3
1403,27,Female,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,10,Yes,3,98,205,7100,5769,11,0,4,2,4,4,3,6,6,2,4,4,1,3
1405,27,Female,Single,4,Life Sciences,4,Research & Development,Research Scientist,1,Yes,Travel_Rarely,17,Yes,3,51,135,25681,2394,13,0,4,3,3,4,3,8,8,2,7,7,1,2
1407,26,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,3,36,683,4050,3904,12,0,1,2,4,4,3,5,4,3,1,1,0,2
1408,42,Female,Married,3,Human Resources,3,Human Resources,Manager,4,No,Travel_Rarely,10,No,3,31,1147,16616,16799,14,1,3,3,1,3,3,21,20,7,0,9,0,5
1409,52,Female,Married,4,Other,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,8,No,1,54,258,17363,2950,13,0,3,3,1,3,3,12,5,4,0,4,9,2
1411,37,Female,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,11,No,3,94,1462,19106,3629,18,0,1,3,3,1,3,8,3,2,0,2,4,6
1412,35,Male,Single,2,Life Sciences,2,Research & Development,Manufacturing Director,3,No,Travel_Frequently,18,No,3,60,200,19944,9362,11,0,3,3,4,3,3,10,2,2,2,2,2,2
1415,25,Male,Married,3,Technical Degree,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,2,81,949,4910,3229,11,1,1,3,4,2,3,7,3,2,0,2,4,2
1417,26,Male,Single,3,Other,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,7,No,3,100,652,23577,3578,12,0,3,4,1,4,3,8,7,7,0,7,0,2
1419,29,Male,Single,3,Other,3,Human Resources,Human Resources,3,No,Travel_Rarely,17,No,2,51,332,9769,7988,13,0,2,2,1,1,3,10,10,9,0,9,1,3
1420,49,Male,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,2,Yes,Travel_Frequently,28,No,3,97,1475,22710,4284,20,0,1,2,1,1,4,20,4,3,1,3,3,2
1421,29,Female,Single,1,Other,1,Research & Development,Healthcare Representative,3,Yes,Travel_Frequently,14,Yes,3,84,337,22930,7553,12,0,3,3,4,1,3,9,8,7,7,7,0,1
1422,54,Female,Single,3,Medical,3,Research & Development,Research Director,4,No,Travel_Rarely,1,No,2,54,971,5652,17328,19,0,4,3,4,4,3,29,20,7,12,7,6,3
1423,58,Female,Married,3,Medical,3,Research & Development,Research Director,5,No,Travel_Rarely,1,Yes,3,76,1055,22456,19701,21,1,4,3,1,3,4,32,9,8,1,5,3,3
1424,55,Male,Divorced,4,Medical,4,Research & Development,Research Director,4,No,Travel_Rarely,1,No,4,81,1136,12414,14732,13,2,2,4,4,4,3,31,7,7,0,0,2,4
1425,36,Female,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,3,Yes,3,99,1174,20763,9278,16,0,1,3,2,4,3,15,5,4,0,1,3,3
1427,31,Female,Single,4,Life Sciences,4,Sales,Sales Representative,1,Yes,Travel_Frequently,1,No,3,50,667,16154,1359,12,0,2,1,3,2,3,1,1,0,0,0,1,3
1428,30,Female,Divorced,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,7,No,3,73,855,12761,4779,14,2,4,3,1,2,3,8,3,2,0,2,7,3
1430,31,Female,Single,5,Life Sciences,5,Research & Development,Research Director,4,No,Travel_Rarely,8,No,4,93,182,8847,16422,11,0,1,3,2,3,3,9,3,2,1,0,3,3
1431,34,Male,Divorced,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Frequently,1,No,3,91,560,20284,2996,14,2,4,3,1,3,3,10,4,3,1,3,5,2
1433,31,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,Yes,Travel_Rarely,8,No,4,34,202,22262,1261,12,0,1,2,2,3,3,1,1,0,0,0,1,3
1434,27,Male,Married,1,Life Sciences,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,11,No,4,91,1377,7679,2099,14,0,2,3,1,2,3,6,5,0,1,4,0,3
1435,36,Male,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Rarely,4,No,2,37,172,22604,5810,16,0,1,2,4,3,3,10,10,4,1,8,1,2
1436,36,Female,Married,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,16,No,2,98,329,13494,5647,13,2,3,2,1,1,3,11,3,2,0,2,4,3
1438,47,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,2,74,465,10205,3420,12,1,1,3,4,3,3,17,6,5,1,2,7,2
1439,25,Male,Married,2,Life Sciences,2,Sales,Sales Representative,1,Yes,Travel_Rarely,9,No,3,68,383,15182,4400,12,0,1,2,1,1,3,6,3,2,2,2,3,2
1440,37,Male,Single,2,Technical Degree,2,Research & Development,Laboratory Technician,1,No,Non-Travel,5,No,1,84,1413,25470,3500,14,0,3,4,3,1,3,7,6,5,1,3,0,2
1441,56,Female,Married,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,4,90,1255,10494,2066,22,1,1,3,1,4,4,5,3,2,1,0,2,3
1443,47,Female,Married,4,Medical,4,Research & Development,Research Director,4,No,Travel_Rarely,2,No,4,82,359,26703,17169,19,2,1,3,3,2,3,26,20,17,5,6,3,2
1445,24,Female,Married,1,Medical,1,Sales,Sales Executive,2,No,Travel_Rarely,4,Yes,3,42,1476,15211,4162,12,2,4,3,3,3,3,5,5,4,0,3,1,3
1446,32,Male,Married,5,Marketing,5,Sales,Sales Executive,2,No,Travel_Rarely,7,No,2,97,601,23343,9204,12,1,4,3,4,3,3,7,4,3,0,3,4,3
1447,34,Female,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,2,86,401,3708,3294,17,1,4,2,2,1,3,7,5,4,0,2,5,2
1448,41,Male,Married,5,Medical,5,Research & Development,Research Scientist,1,No,Travel_Rarely,5,Yes,2,90,1283,5561,2127,12,0,2,4,3,1,3,7,4,2,0,3,2,5
1449,40,Male,Divorced,4,Other,4,Research & Development,Laboratory Technician,2,No,Non-Travel,9,No,4,81,663,23099,3975,11,2,3,3,3,3,3,11,8,7,0,7,3,2
1453,31,Male,Divorced,2,Life Sciences,2,Sales,Sales Executive,3,No,Travel_Rarely,8,No,3,31,326,8386,10793,18,1,1,3,4,1,3,13,13,7,9,9,1,5
1457,46,Male,Divorced,3,Marketing,3,Sales,Sales Executive,3,Yes,Travel_Rarely,9,No,4,52,377,15986,10096,11,1,1,3,4,1,3,28,7,7,4,3,4,1
1458,39,Female,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Non-Travel,2,Yes,4,54,592,17181,3646,23,0,1,2,1,2,4,11,1,0,0,0,2,2
1459,31,Female,Single,5,Life Sciences,5,Research & Development,Manufacturing Director,3,Yes,Travel_Frequently,1,No,3,100,1445,8931,7446,11,0,3,4,2,1,3,10,10,8,4,7,1,2
1460,45,Male,Divorced,3,Medical,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,20,Yes,3,95,1038,19863,10851,18,1,2,1,1,2,3,24,7,7,0,7,2,2
1461,31,Female,Single,2,Medical,2,Human Resources,Human Resources,1,No,Travel_Rarely,8,No,3,96,1398,24609,2109,18,0,4,4,2,4,3,8,3,2,0,2,9,3
1464,31,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,2,Yes,1,94,523,21081,3722,13,1,2,3,4,3,3,7,2,2,2,2,6,2
1465,45,Male,Married,3,Technical Degree,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,29,Yes,4,55,1448,14720,9380,18,2,2,3,4,4,3,10,3,1,1,2,4,4
1466,48,Male,Divorced,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,7,No,3,96,1221,24795,5486,11,3,3,3,1,1,3,15,2,2,2,2,4,3
